ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
10189,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",10,2,"Developer, mobile","1,000 to 4,999 employees",PHP	Philippine peso,34000.0,Monthly,Dart;Kotlin;Swift,Dart;JavaScript;Node.js,Firebase,Firebase;MongoDB,Microsoft Azure,Microsoft Azure,,,Flutter,Flutter,Git,Git,Android Studio;Visual Studio Code;Xcode,Visual Studio Code,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,8064.0
10211,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Books / Physical media,33,26,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Developer, embedded applications or devices;Data or business analyst;System administrator",100 to 499 employees,PHP	Philippine peso,,Monthly,C#;Java;SQL,C#;Java;JavaScript;Node.js;SQL,Microsoft SQL Server;SQLite,Firebase;Microsoft SQL Server,,,,,.NET Framework,.NET Framework;.NET Core / .NET 5,,,Android Studio;Visual Studio,Android Studio;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,45-54 years old,Man,No,Straight / Heterosexual,Southeast Asian,I am blind / have difficulty seeing,None of the above,Too long,Neither easy nor difficult,
10219,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",10,5,"Developer, mobile","1,000 to 4,999 employees",PHP	Philippine peso,90000.0,Monthly,Java;Kotlin,Dart;Go;Kotlin;Objective-C;Rust;Scala;Swift,SQLite,SQLite,,,,,,,Git,Git,Android Studio;Notepad++,Android Studio;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,21336.0
10221,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",9,4,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",500 to 999 employees,PHP	Philippine peso,260000.0,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;VBA,HTML/CSS;Java;JavaScript;Node.js;Rust;SQL;TypeScript,IBM DB2;MariaDB;PostgreSQL,MariaDB;PostgreSQL,Heroku,AWS;DigitalOcean;Heroku,Express;jQuery;React.js;Spring,Spring,,,Docker;Git,Docker;Git,Eclipse;NetBeans;Notepad++;Visual Studio Code,Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,5135.0
10367,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",10,3,"Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Data or business analyst;Designer;Engineer, site reliability;System administrator;Product manager;Marketing or sales professional",10 to 19 employees,PHP	Philippine peso,455000.0,Yearly,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;Python;SQL,MySQL;PostgreSQL,PostgreSQL,AWS;DigitalOcean,AWS;DigitalOcean,Django;Express;Vue.js,Django;Express;Flask;Vue.js,,,Git,Ansible;Docker;Git,Notepad++;Visual Studio Code,Android Studio;Notepad++;Visual Studio Code,Windows,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,,Too short,Easy,8986.0
10375,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,9,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Educator","1,000 to 4,999 employees",PHP	Philippine peso,21000.0,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,Firebase;SQLite,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,Django;Flask;jQuery,Django;Flask;jQuery,Keras;NumPy;Pandas;Qt;TensorFlow,Keras;NumPy;Pandas;Qt;TensorFlow,Git,Docker;Git;Kubernetes,IntelliJ;IPython/Jupyter;Notepad++;PyCharm,IPython/Jupyter;Notepad++,Windows,Visit Stack Overflow,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual;Bisexual,Southeast Asian,None of the above,None of the above,Too short,Easy,4980.0
10404,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",,,,,,,,C;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;SQLite,Firebase;MariaDB;MongoDB;MySQL;SQLite,Heroku,,Express;jQuery;React.js;Vue.js,Express;jQuery;Laravel;Vue.js,Cordova;Flutter;React Native;TensorFlow,Flutter,Git;Xamarin;Yarn,Git,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;PyCharm;Sublime Text;Vim;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
10428,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",8,1,"Database administrator;DevOps specialist;Engineer, site reliability;System administrator",500 to 999 employees,PHP	Philippine peso,1046000.0,Yearly,Bash/Shell;Java;JavaScript;Node.js;Python,Bash/Shell;Go;JavaScript;Node.js;Python;Ruby,Elasticsearch;Microsoft SQL Server;SQLite,DynamoDB;Elasticsearch;PostgreSQL;SQLite,Microsoft Azure,AWS,,,,,Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes;Pulumi;Terraform,Sublime Text;Vim;Visual Studio Code,Sublime Text,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,Prefer not to say,Appropriate in length,Neither easy nor difficult,20659.0
10445,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,,15,8,"Developer, embedded applications or devices",500 to 999 employees,PHP	Philippine peso,35000.0,Monthly,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript,C#;C++;HTML/CSS;Java;JavaScript;Node.js,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MySQL,AWS,AWS;Microsoft Azure,jQuery;React.js;Spring,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Spring,.NET Framework;.NET Core / .NET 5;Qt,.NET Framework;.NET Core / .NET 5,Git;Unity 3D;Xamarin;Yarn,Git;Xamarin,Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,I have an anxiety disorder,Appropriate in length,Neither easy nor difficult,8292.0
10722,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,12,8,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",100 to 499 employees,PHP	Philippine peso,,,C;C#;HTML/CSS;Java;JavaScript;Matlab;Python,Dart;Kotlin;Swift,Microsoft SQL Server;MySQL;Oracle;SQLite,Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,,,React.js,,.NET Framework;.NET Core / .NET 5;Keras;NumPy;Pandas;Torch/PyTorch,Flutter,,,Android Studio;Eclipse;Notepad++;PyCharm;Sublime Text;Visual Studio,Android Studio;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,Multiple times per day,Yes,A few times per week,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
10744,I code primarily as a hobby,"Not employed, and not looking for work",Philippines,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",3,,,,,,,Dart;Python;Rust,Python;Rust,,,Microsoft Azure,Microsoft Azure,,,,,Docker;Git,Docker;Git,IntelliJ;Neovim;PyCharm,IntelliJ;Neovim;PyCharm,Linux-based,Google it;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Under 18 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
10782,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",4,,,,,,,C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA,C#;HTML/CSS;Java;JavaScript;PHP;Python;VBA,MariaDB;Microsoft SQL Server;MySQL;Oracle,MariaDB;Microsoft SQL Server;MySQL,,,,,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Unity 3D,Unity 3D,Eclipse;NetBeans;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games,Stack Overflow,Daily or almost daily,No,,Neutral,No,Prefer not to say,Man,No,,Southeast Asian,None of the above,Prefer not to say,Appropriate in length,Easy,
10810,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",7,1,"Developer, full-stack",20 to 99 employees,PHP	Philippine peso,28000.0,Monthly,HTML/CSS;JavaScript;Node.js;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;SQL;TypeScript,PostgreSQL,Elasticsearch;Firebase;MongoDB;PostgreSQL,,,React.js,React.js;Vue.js,,,Docker;Git,Docker;Git,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Other (please specify):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,6636.0
11155,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Colleague",6,3,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test",100 to 499 employees,PHP	Philippine peso,15000.0,Monthly,C#;HTML/CSS;JavaScript;PHP,Java;Node.js,MariaDB;MySQL,Firebase,,,jQuery;Laravel,React.js;Spring;Vue.js,,,Git,,Sublime Text;Visual Studio;Visual Studio Code,Eclipse;IntelliJ,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,18-24 years old,Man,Prefer not to say,Prefer not to say,South Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,3552.0
11162,I code primarily as a hobby,I prefer not to say,Philippines,,,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Other (please specify):",2,,,,,,,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Python,APL;Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,,,,,jQuery,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,,,Git,Ansible;Chef;Deno;Docker;Flow;Git;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn,Atom;IntelliJ;Neovim;Vim;Visual Studio;Visual Studio Code;Xcode,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Play games;Panic;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,Yes,Under 18 years old,"Or, in your own words:",No,Prefer to self-describe:,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
11185,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,10,5,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test;Engineering manager",100 to 499 employees,PHP	Philippine peso,,Monthly,JavaScript;Python;TypeScript,,Elasticsearch;MongoDB;PostgreSQL,Cassandra,AWS,,Django;FastAPI;Flask;Gatsby;React.js;Vue.js,,,,Ansible;Docker;Git;Yarn,Kubernetes,IntelliJ;IPython/Jupyter;Vim,,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
11284,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,5,1,"Developer, mobile;Developer, front-end;Developer, back-end",2 to 9 employees,PHP	Philippine peso,,Monthly,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python;SQL,Java;JavaScript;Python,,,,,Django;Vue.js,Django;Vue.js,Cordova,Cordova;TensorFlow,Docker;Git;Kubernetes;Yarn,,Visual Studio Code,,Windows,Visit Stack Overflow;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Not sure,No,18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
11917,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,14,10,"Developer, back-end","1,000 to 4,999 employees",PHP	Philippine peso,55000.0,Monthly,HTML/CSS;JavaScript;PHP;SQL,Node.js;Python,MySQL,MongoDB,AWS;Heroku,,Angular.js;Drupal;jQuery;Laravel;Vue.js,,,,Git,,Atom;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,,Appropriate in length,Easy,13032.0
11933,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,,,,,,,,C++,C;C++;COBOL;Java;JavaScript;LISP;PHP;Python,,,,,ASP.NET;Laravel,,,,,,Notepad++,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,No,,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Appropriate in length,Easy,
11978,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",7,3,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test;DevOps specialist;System administrator",10 to 19 employees,PHP	Philippine peso,12500.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Bash/Shell;C++;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL,MySQL;Redis,Firebase;MySQL;Redis,,,jQuery;Vue.js,Ruby on Rails;Vue.js,Cordova,.NET Framework;.NET Core / .NET 5;Cordova;React Native,Git,Ansible;Chef;Docker;Git;Kubernetes;Puppet;Unity 3D;Unreal Engine;Yarn,PHPStorm;Sublime Text,IntelliJ;PHPStorm;Rider;Sublime Text;Vim;Xcode,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,2964.0
